device_name	latitude	longitude	timestamp_from	timestamp_until	bike_count	bike_avg_speed	weather_timestamp	temperature	weather_condition	wind_speed	wind_direction	humidity	barometer	visibility	time_window	Ice fog	Snow flurries	Light fog	Quite cool	Rain	Sleet	Haze	Freezing rain	Cool	Fog	Light rain	Light freezing rain	Cloudy	Light snow	Chilly	Drizzle	Low clouds	Rain showers	Snow	Scattered showers	Snow showers	Hail	Thundershowers	Sprinkles	Thunderstorms	Partly sunny	Partly cloudy	Scattered clouds	Broken clouds	Passing clouds	Sunny	Clear
N	50.8392	4.400258999999999	1561636800	1561636800	10	15	1561636800	23	Clear.	19	NE	48	1028	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561640400	1561640400	10	15	1561640400	24	Clear.	18	NE	47	1028	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561644000	1561644000	10	15	1561644000	24	Clear.	18	NE	48	1027	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561647600	1561647600	10	15	1561647600	24	Clear.	19	NNE	51	1027	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561651200	1561651200	10	15	1561651200	24	Clear.	20	NNE	54	1027	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561654800	1561654800	10	15	1561654800	23	Clear.	20	NNE	58	1026	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561658400	1561658400	10	15	1561658400	21	Clear.	18	NE	62	1026	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561662000	1561662000	10	15	1561662000	19	Clear.	16	NE	67	1027	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561665600	1561665600	10	15	1561665600	17	Clear.	17	NE	69	1027	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561669200	1561669200	10	15	1561669200	16	Clear.	17	NE	72	1027	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.8392	4.400258999999999	1561672800	1561672800	10	15	1561672800	14	Clear.	16	NE	76	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561586400	1561586400	10	15	1561586400	18	Clear.	19	NE	80	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561590000	1561590000	10	15	1561590000	17	Clear.	19	NE	83	1027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561593600	1561593600	10	15	1561593600	16	Clear.	18	NE	85	1028	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561597200	1561597200	10	15	1561597200	16	Clear.	18	NE	85	1027	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561600800	1561600800	10	15	1561600800	15	Clear.	17	NE	85	1027	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561604400	1561604400	10	15	1561604400	14	Clear.	17	NE	85	1027	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561608000	1561608000	10	15	1561608000	14	Clear.	18	NE	85	1027	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561611600	1561611600	10	15	1561611600	14	Clear.	19	NE	83	1027	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561615200	1561615200	10	15	1561615200	15	Clear.	20	NE	78	1028	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561618800	1561618800	10	15	1561618800	16	Clear.	20	NE	71	1028	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561622400	1561622400	10	15	1561622400	18	Clear.	20	NE	64	1028	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561626000	1561626000	10	15	1561626000	19	Clear.	20	NE	58	1028	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561629600	1561629600	10	15	1561629600	21	Clear.	20	NE	52	1028	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561633200	1561633200	10	15	1561633200	22	Clear.	20	NE	49	1028	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561636800	1561636800	10	15	1561636800	23	Clear.	19	NE	47	1028	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561640400	1561640400	10	15	1561640400	24	Clear.	18	NE	47	1028	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561644000	1561644000	10	15	1561644000	24	Clear.	18	NE	48	1027	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561647600	1561647600	10	15	1561647600	24	Clear.	19	NNE	50	1027	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561651200	1561651200	10	15	1561651200	24	Clear.	20	NNE	53	1027	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561654800	1561654800	10	15	1561654800	23	Clear.	20	NE	57	1026	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561658400	1561658400	10	15	1561658400	21	Clear.	17	NE	62	1027	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561662000	1561662000	10	15	1561662000	19	Clear.	16	NE	66	1027	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561665600	1561665600	10	15	1561665600	17	Clear.	17	NE	68	1027	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561669200	1561669200	10	15	1561669200	16	Clear.	17	NE	70	1027	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.853629999999995	4.34124	1561672800	1561672800	10	15	1561672800	15	Clear.	16	NE	73	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561586400	1561586400	10	15	1561586400	18	Clear.	20	NNE	83	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561590000	1561590000	10	15	1561590000	17	Clear.	19	NE	86	1027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561593600	1561593600	10	15	1561593600	16	Clear.	18	NE	87	1027	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561597200	1561597200	10	15	1561597200	16	Clear.	18	NE	87	1027	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561600800	1561600800	10	15	1561600800	15	Clear.	17	NE	87	1027	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561604400	1561604400	10	15	1561604400	14	Clear.	17	NE	87	1027	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561608000	1561608000	10	15	1561608000	14	Clear.	18	NE	88	1027	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561611600	1561611600	10	15	1561611600	14	Clear.	20	NE	85	1027	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561615200	1561615200	10	15	1561615200	15	Clear.	20	NE	80	1028	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561618800	1561618800	10	15	1561618800	16	Clear.	20	NE	73	1028	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561622400	1561622400	10	15	1561622400	18	Clear.	20	NE	65	1028	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561626000	1561626000	10	15	1561626000	19	Clear.	21	NE	59	1028	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561629600	1561629600	10	15	1561629600	21	Clear.	20	NE	53	1028	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561633200	1561633200	10	15	1561633200	22	Clear.	20	NE	50	1028	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561636800	1561636800	10	15	1561636800	23	Clear.	19	NE	48	1028	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561640400	1561640400	10	15	1561640400	24	Clear.	18	NE	47	1027	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561644000	1561644000	10	15	1561644000	24	Clear.	18	NE	49	1027	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561647600	1561647600	10	15	1561647600	24	Clear.	19	NNE	52	1027	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561651200	1561651200	10	15	1561651200	24	Clear.	20	NNE	54	1027	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561654800	1561654800	10	15	1561654800	23	Clear.	20	NNE	58	1026	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561658400	1561658400	10	15	1561658400	21	Clear.	18	NNE	62	1026	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561662000	1561662000	10	15	1561662000	19	Clear.	16	NE	67	1027	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561665600	1561665600	10	15	1561665600	17	Clear.	17	NE	70	1027	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561669200	1561669200	10	15	1561669200	16	Clear.	17	NE	73	1027	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82029	4.430121	1561672800	1561672800	10	15	1561672800	14	Clear.	16	NE	78	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561586400	1561586400	10	15	1561586400	18	Clear.	19	NE	81	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561590000	1561590000	10	15	1561590000	17	Clear.	19	NE	84	1027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561593600	1561593600	10	15	1561593600	16	Clear.	18	NE	85	1028	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561597200	1561597200	10	15	1561597200	16	Clear.	18	NE	86	1027	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561600800	1561600800	10	15	1561600800	15	Clear.	17	NE	86	1027	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561604400	1561604400	10	15	1561604400	14	Clear.	17	NE	86	1027	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561608000	1561608000	10	15	1561608000	14	Clear.	18	NE	86	1027	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561611600	1561611600	10	15	1561611600	14	Clear.	19	NE	84	1027	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561615200	1561615200	10	15	1561615200	15	Clear.	20	NE	79	1028	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561618800	1561618800	10	15	1561618800	16	Clear.	20	NE	72	1028	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561622400	1561622400	10	15	1561622400	18	Clear.	20	NE	64	1028	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561626000	1561626000	10	15	1561626000	19	Clear.	20	NE	58	1028	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561629600	1561629600	10	15	1561629600	21	Clear.	20	NE	53	1028	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561633200	1561633200	10	15	1561633200	22	Clear.	20	NE	49	1028	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561636800	1561636800	10	15	1561636800	23	Clear.	19	NE	47	1028	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561640400	1561640400	10	15	1561640400	24	Clear.	18	NE	47	1028	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561644000	1561644000	10	15	1561644000	24	Clear.	18	NE	48	1027	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561647600	1561647600	10	15	1561647600	24	Clear.	19	NNE	51	1027	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561651200	1561651200	10	15	1561651200	24	Clear.	20	NNE	54	1027	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561654800	1561654800	10	15	1561654800	23	Clear.	20	NNE	57	1026	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561658400	1561658400	10	15	1561658400	21	Clear.	17	NE	62	1026	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561662000	1561662000	10	15	1561662000	19	Clear.	16	NE	66	1027	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561665600	1561665600	10	15	1561665600	17	Clear.	17	NE	69	1027	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561669200	1561669200	10	15	1561669200	16	Clear.	17	NE	71	1027	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.84357	4.378737999999999	1561672800	1561672800	10	15	1561672800	15	Clear.	16	NE	75	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561586400	1561586400	10	15	1561586400	18	Clear.	19	NE	82	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561590000	1561590000	10	15	1561590000	17	Clear.	19	NE	85	1027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561593600	1561593600	10	15	1561593600	16	Clear.	18	NE	86	1027	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561597200	1561597200	10	15	1561597200	16	Clear.	18	NE	86	1027	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561600800	1561600800	10	15	1561600800	15	Clear.	17	NE	86	1027	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561604400	1561604400	10	15	1561604400	14	Clear.	17	NE	86	1027	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561608000	1561608000	10	15	1561608000	14	Clear.	18	NE	86	1027	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561611600	1561611600	10	15	1561611600	14	Clear.	20	NE	84	1027	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561615200	1561615200	10	15	1561615200	15	Clear.	20	NE	79	1028	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561618800	1561618800	10	15	1561618800	16	Clear.	20	NE	72	1028	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561622400	1561622400	10	15	1561622400	18	Clear.	20	NE	64	1028	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561626000	1561626000	10	15	1561626000	19	Clear.	20	NE	58	1028	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561629600	1561629600	10	15	1561629600	21	Clear.	20	NE	53	1028	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561633200	1561633200	10	15	1561633200	22	Clear.	20	NE	49	1028	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561636800	1561636800	10	15	1561636800	23	Clear.	19	NE	47	1028	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561640400	1561640400	10	15	1561640400	24	Clear.	18	NE	46	1028	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561644000	1561644000	10	15	1561644000	24	Clear.	18	NE	48	1027	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561647600	1561647600	10	15	1561647600	24	Clear.	19	NNE	51	1027	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561651200	1561651200	10	15	1561651200	24	Clear.	20	NNE	54	1027	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561654800	1561654800	10	15	1561654800	23	Clear.	20	NNE	57	1026	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561658400	1561658400	10	15	1561658400	21	Clear.	18	NE	62	1026	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561662000	1561662000	10	15	1561662000	19	Clear.	16	NE	66	1027	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561665600	1561665600	10	15	1561665600	17	Clear.	17	NE	68	1027	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561669200	1561669200	10	15	1561669200	16	Clear.	17	NE	71	1027	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N	50.82284	4.387441	1561672800	1561672800	10	15	1561672800	15	Clear.	16	NE	75	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
